author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
Shakib Munna,2015-10-19T02:22:20,14831371782LekG0HfaCoANXuDpfGB4t-Q,ZZ,Please update to add dual sim option,Dual sim,en,la,ro,es,gl,14831371782,Please update to add dual sim option,3.00,Dual sim,3.7,0
DP N,2015-10-19T02:14:42,14831371782LEgh6ebT2nl3tmKh69ly6bw,ZZ,After receiving texts it often opens the app into the wrong conversation that is no where near the most recent resulting in sending a response text to someone who hadn't texted you.,Could be much better,en,,,,,14831371782,After receiving texts it often opens the app into the wrong conversation that is no where near the most recent resulting in sending a response text to someone who hadn't texted you.,3.00,Could be much better,3.7,0
Marcos Castillo,2015-10-19T01:46:24,14831371782Ltvh2oyP9HVuXj7USWp5Oow,ZZ,Great.                                                                    I hope they stop texting me now ;_;,This app,en,,,,,14831371782,Great.                                                                    I hope they stop texting me now ;_;,5.00,This app,3.7,0
Kadeja RrtU,2015-10-19T01:24:55,14831371782Lzi-sf3X0vTkarCn75_4MIg,ZZ,Only texting app I'll ever use!????❤????,Love it!,en,,,,,14831371782,Only texting app I'll ever use!????❤????,5.00,Love it!,3.7,0
Anna Dillon,2015-10-19T01:16:23,14831371782LDooyi4syG1Rn34gcQo1nvQ,ZZ,"I love the app, but it seems like as soon as I purchased it, I started having issues. Every time I get a group text, it says ""Can't get MMS. Check Textra.."" etc until it tries to tell me to change my phone's apn settings. I've tried messing with the advanced MMS settings, then restarting my phone,  then changing them back and changing settings as instructed on the support site; only to have the same result with not being able to get messages. Literally, I had no problems before tonight. Please fix this!","Love the app but having trouble with messaging, now",en,,,,,14831371782,"I love the app, but it seems like as soon as I purchased it, I started having issues. Every time I get a group text, it says ""Can't get MMS. Check Textra.."" etc until it tries to tell me to change my phone's apn settings. I've tried messing with the advanced MMS settings, then restarting my phone,  then changing them back and changing settings as instructed on the support site; only to have the same result with not being able to get messages. Literally, I had no problems before tonight. Please fix this!",2.00,"Love the app but having trouble with messaging, now",3.7,0
Christine Seaton,2015-10-19T01:03:35,14831371782LRkxC53Eu27oKb0_Q6XR8aA,ZZ,"Try it, you will love it. Easy, intuitive, and had all the features you need. Never going back to my stock messaging app!",Excellent!,en,,,,,14831371782,"Try it, you will love it. Easy, intuitive, and had all the features you need. Never going back to my stock messaging app!",5.00,Excellent!,3.7,0
Steven Hehir,2015-10-19T01:03:01,14831371782Lwia18pZ5JFHXj8_Dgr_tQg,ZZ,"What happened to ios style emojis?!?!??! I had them on textra for my old phone and when I downloaded the new version it only has ""Twitter"" emojis and android emojis.",Good texting app but...,en,,,,,14831371782,"What happened to ios style emojis?!?!??! I had them on textra for my old phone and when I downloaded the new version it only has ""Twitter"" emojis and android emojis.",4.00,Good texting app but...,3.7,0
Rayell Wilhite,2015-10-19T01:00:58,14831371782Lb_U6kSHZI6ndXv4m41ZUWQ,ZZ,I love love love this App! Strong work.,Dear Team,en,af,nl,,,14831371782,I love love love this App! Strong work.,5.00,Dear Team,3.7,0
Codey Cassell,2015-10-19T00:46:07,14831371782L9-Iauz61KSMrPho0VwZxoA,ZZ,Needs smoother bubble appearance (like in qksms) and ability to automatically switch to night mode,Great app,en,,,,,14831371782,Needs smoother bubble appearance (like in qksms) and ability to automatically switch to night mode,5.00,Great app,3.7,0
Michelle Lindhartsen,2015-10-19T00:30:48,14831371782L--uCBe-olbiah_8VMyK7Bw,ZZ,This is the best Texting app. It dies6 everything you expect.,Best Texting app,en,,,,,14831371782,This is the best Texting app. It dies6 everything you expect.,5.00,Best Texting app,3.7,0
sean keller,2015-10-19T00:27:07,14831371782LNccFRy-Y78iKC1wnDI0Utg,ZZ,Still stupid,,sv,is,br,lmo,no,14831371782,Still stupid,1.00,,3.1,0
Jiselle Flores,2015-10-19T00:24:24,14831371782LeKhf8oIkiiESwhoGJPObWg,ZZ,It's amazing,,sw,eu,lmo,,,14831371782,It's amazing,5.00,,3.7,0
Artyom Karapetov,2015-10-19T00:22:48,14831371782LjQIUDiwxdT4kbX8je4oiHQ,ZZ,Awesome app,,en,it,fr,,,14831371782,Awesome app,5.00,,3.7,0
Jessica Hiott,2015-10-19T00:15:33,14831371782LIvnXis6H7uZCi_s0To2W8w,ZZ,"I really love so many of the features of this app.  I love the customization, the smoothness, the speed, the clarity.  What I really don't like is that I can get messages just fine then all of a sudden, nothing.  Then I have to reset my phone (sometimes twice) & then I'm bombarded by numerous messages that I missed throughout the day.  I want to use this as my regular app but if it doesn't function properly I just can't.",Not receiving my texts without having to reset phone daily.,en,,,,,14831371782,"I really love so many of the features of this app.  I love the customization, the smoothness, the speed, the clarity.  What I really don't like is that I can get messages just fine then all of a sudden, nothing.  Then I have to reset my phone (sometimes twice) & then I'm bombarded by numerous messages that I missed throughout the day.  I want to use this as my regular app but if it doesn't function properly I just can't.",4.00,Not receiving my texts without having to reset phone daily.,3.7,0
Rick Barrett,2015-10-19T00:13:11,14831371782L4c4LqpvBstdIFWwyTLSDVw,ZZ,Good UI. Doesn't have the problems of some other texting apps.,So nice,en,,,,,14831371782,Good UI. Doesn't have the problems of some other texting apps.,5.00,So nice,3.7,0
Lily N,2015-10-19T00:05:49,14831371782LzQMOrK4FoYp_UGJRsgas_w,ZZ,I love everything about it,Its amazing,en,,,,,14831371782,I love everything about it,5.00,Its amazing,3.7,0
Jolieta Walls,2015-10-18T23:56:23,14831371782LcQpo-hxuNcZLtTmz7n94Dw,ZZ,Love it,,en,oc,sl,bs,hr,14831371782,Love it,4.00,,3.7,0
Kevin Loiselle,2015-10-18T23:53:00,14831371782Lo3JQlW1T-pHGE6RYJaWGow,ZZ,Handles MMS and group texts much better than hangouts,Better than hangouts,en,da,no,sv,nn,14831371782,Handles MMS and group texts much better than hangouts,5.00,Better than hangouts,3.7,0
Nirav Shah,2015-10-18T23:50:17,14831371782LqWBcT6oS1IAtq78EiXEw_A,ZZ,I keep getting MMS errors on this application.  I don't know how to fix it but  it's causing all kinds of problems. Currently it shows I have 30 unread messages. I'm switching over to Google messenger since they recently added location sharing which in my opinion is a super useful option. 5 stars once you guys add that functionality.,Please add location sharing,en,,,,,14831371782,I keep getting MMS errors on this application.  I don't know how to fix it but  it's causing all kinds of problems. Currently it shows I have 30 unread messages. I'm switching over to Google messenger since they recently added location sharing which in my opinion is a super useful option. 5 stars once you guys add that functionality.,2.00,Please add location sharing,3.7,0
Patricia Ward,2015-10-18T23:47:25,14831371782L2gKz5R51ov1orfTFibIWiw,ZZ,Better than the install messenger,,no,en,nn,da,lb,14831371782,Better than the install messenger,5.00,,3.7,0
Faith Gaspare,2015-10-18T23:44:27,14831371782L-jeb8fnz6QwT5i37PaZXNQ,ZZ,I sent a message to a friend. It said failed to send the message. My message went through.,Fails to send message,en,,,,,14831371782,I sent a message to a friend. It said failed to send the message. My message went through.,2.00,Fails to send message,,0
Ian Scott,2015-10-18T23:41:33,14831371782LbmWr0XMIA3ZIrlvZ5Sva9w,ZZ,"I am enjoying using this app, especially with the new custom vibrate options! Using the built in support pages, I also got my emoji problem solved right away!",Fantastic app with great support,en,,,,,14831371782,"I am enjoying using this app, especially with the new custom vibrate options! Using the built in support pages, I also got my emoji problem solved right away!",5.00,Fantastic app with great support,3.7,0
Timothy Buckner,2015-10-18T23:26:54,14831371782L46Su3GaT936Eqfm8z26sDw,ZZ,"When in Textra and selecting the + for composing new message,  then it shows the contacts,  many of my contacts do not show up even though they are in my phone, even when searching by name or number don't show up,  even though that contact is already a message thread in Textra, don't make since.  What's going on?",Issue with adding a contact to send message,en,,,,,14831371782,"When in Textra and selecting the + for composing new message,  then it shows the contacts,  many of my contacts do not show up even though they are in my phone, even when searching by name or number don't show up,  even though that contact is already a message thread in Textra, don't make since.  What's going on?",3.00,Issue with adding a contact to send message,3.7,0
Dorothy Wethington,2015-10-18T23:22:10,14831371782LJmDqJCoIFYK1WeAIOwRHGA,ZZ,"Since the update, the icon is now a green robot instead of the ""T"".  I don't like...",App icon different,en,af,,,,14831371782,"Since the update, the icon is now a green robot instead of the ""T"".  I don't like...",4.00,App icon different,3.7,0
sourabh parulekar,2015-10-18T23:18:30,14831371782LOyc07R_3hH6v2rJvfZNRNg,ZZ,"Good, looks much better than hangouts.",,en,da,no,nl,sv,14831371782,"Good, looks much better than hangouts.",4.00,,3.7,0
Alec Ge,2015-10-18T23:14:08,14831371782La33BEl5K-jg61uayasVaaw,ZZ,"Fantastic SMS app, other than the fact that I can't pull down the notification drawer when selecting an image to send to a person.","Fantastic app, major bug",en,,,,,14831371782,"Fantastic SMS app, other than the fact that I can't pull down the notification drawer when selecting an image to send to a person.",4.00,"Fantastic app, major bug",3.7,0
Lesley Ingram,2015-10-18T23:06:36,14831371782LBOq7hyU3NOQVdiurO8JHSw,ZZ,Like it,,sq,af,ms,,,14831371782,Like it,4.00,,,0
PATTON400,2015-10-18T22:59:36,14831371782L0eTmy66FM5bkRoBdmtQfkg,ZZ,Best texting app ever. Hands down.,,en,,,,,14831371782,Best texting app ever. Hands down.,5.00,,3.7,0
Brieanna Holliday,2015-10-18T22:57:48,14831371782LHFFD2XPIQMrYRKbxAH_39A,ZZ,I have a custom notification set but it won't work while phone is on ringer. It will vibrate but no tone. Can this be fixed?,Clean App..One Issue,en,,,,,14831371782,I have a custom notification set but it won't work while phone is on ringer. It will vibrate but no tone. Can this be fixed?,5.00,Clean App..One Issue,3.7,0
Mitchell McMillan,2015-10-18T22:52:24,14831371782LOOdgCR4SRtjOTuHVBAjbrQ,ZZ,"Not just sort of material. The menu isn't material, neither is the new message button",Needs actual material design,en,,,,,14831371782,"Not just sort of material. The menu isn't material, neither is the new message button",4.00,Needs actual material design,3.7,0
Benjamin Gutman,2015-10-18T22:50:07,14831371782LCNBs7sYfNwrGFlamy--7aA,ZZ,Really stable and I like how you can customize everything. One thing I would like though for a future update is being able to change the text bubbles. Shape and size.,Great,en,,,,,14831371782,Really stable and I like how you can customize everything. One thing I would like though for a future update is being able to change the text bubbles. Shape and size.,5.00,Great,3.7,0
Michael LaBa,2015-10-18T22:38:26,14831371782L-pzTnhQ-hUn8qsLpq4jNSA,ZZ,"It's the best I've use the far. Use friendly, non intrusive adds to keep it free. And lots of fun settings to customize with. I wish it worked with dual window!! Then an easy 5 stars from me.",Best texting app I've found,en,,,,,14831371782,"It's the best I've use the far. Use friendly, non intrusive adds to keep it free. And lots of fun settings to customize with. I wish it worked with dual window!! Then an easy 5 stars from me.",4.00,Best texting app I've found,3.7,0
Gabrielle Green,2015-10-18T22:20:27,14831371782L8IQDWno6AmQlmT-pgHNsrg,ZZ,"People Aren't Getting My Full Message & I'm Not Getting Theres, Every Time You Guys Update Textra It's The Same Problem, Please Fix!!",,en,la,lb,,,14831371782,"People Aren't Getting My Full Message & I'm Not Getting Theres, Every Time You Guys Update Textra It's The Same Problem, Please Fix!!",1.00,,3.7,0
Deavon Prichard,2015-10-18T22:07:58,14831371782LdH8SfS2syWxEb3ltEfGJPA,ZZ,"I've had this app for awhile now and I've even switched back and forth from other texting apps but always come back to Textra because it is awesome. The only thing I wish it had was scheduled texts, that would be cool.",The best texting app,en,,,,,14831371782,"I've had this app for awhile now and I've even switched back and forth from other texting apps but always come back to Textra because it is awesome. The only thing I wish it had was scheduled texts, that would be cool.",5.00,The best texting app,3.7,0
Gabriel Buck,2015-10-18T21:46:10,14831371782L6h0-r2pjGo0OI7DSCReSqA,ZZ,"This app is continually restarting and lagging my phone, and it's burning up my battery because of it. Also, don't like the emoji change. IOS emojis were fine, why the change??",Not liking the changes,en,,,,,14831371782,"This app is continually restarting and lagging my phone, and it's burning up my battery because of it. Also, don't like the emoji change. IOS emojis were fine, why the change??",2.00,Not liking the changes,3.7,0
